Open Time,Open,High,Low,Close,Volume
2024-02-14 12:22:00,2760.17000000,2760.17000000,2760.17000000,2760.17000000,0.00000000
2024-02-14 12:23:00,2760.17000000,2760.17000000,2760.17000000,2760.17000000,0.00000000
2024-02-14 12:24:00,2761.27000000,2761.27000000,2761.27000000,2761.27000000,0.01550000
2024-02-14 12:31:00,2759.12000000,2759.12000000,2759.12000000,2759.12000000,0.00000000
